id;date;store;rating;criterion;status
3976;5/24/2014;Магазин 3;;;Отказ
3977;5/24/2014;Магазин 3;7;Да;Завершено
3978;5/24/2014;Магазин 3;;;Отказ
3979;5/24/2014;Магазин 3;;;Отказ
3980;5/24/2014;Магазин 3;;;Отказ
3981;5/24/2014;Магазин 3;9;Да;Завершено
3982;5/24/2014;Магазин 3;10;Да;Завершено
3983;5/24/2014;Магазин 3;7;Да;Завершено
3984;5/24/2014;Магазин 3;7;Да;Завершено
3985;5/24/2014;Магазин 3;;;Отказ
3986;5/25/2014;Магазин 3;;;Отказ
3987;5/25/2014;Магазин 3;;;Отказ
3988;5/25/2014;Магазин 3;7;Нет;Завершено
3989;5/25/2014;Магазин 3;8;Да;Завершено
3990;5/25/2014;Магазин 3;10;Да;Завершено
3991;5/25/2014;Магазин 3;10;Да;Завершено
3992;5/25/2014;Магазин 3;10;Да;Завершено
3993;5/25/2014;Магазин 3;9;Да;Завершено
3994;5/25/2014;Магазин 3;;;Отказ
3995;5/25/2014;Магазин 3;;;Отказ
3996;5/25/2014;Магазин 3;9;Да;Завершено
3997;5/25/2014;Магазин 3;9;Да;Завершено
3998;5/25/2014;Магазин 3;10;Да;Завершено
3999;5/25/2014;Магазин 3;9;Да;Завершено
4000;5/25/2014;Магазин 3;;;Отказ
4001;5/25/2014;Магазин 3;10;Да;Завершено
4002;5/25/2014;Магазин 3;10;Да;Завершено
4003;5/25/2014;Магазин 3;9;Да;Завершено
4004;5/25/2014;Магазин 3;9;Да;Завершено
4005;5/25/2014;Магазин 3;;;Отказ
4006;5/25/2014;Магазин 3;;;Отказ
4007;5/25/2014;Магазин 3;;;Отказ
4008;5/25/2014;Магазин 3;;;Отказ
4009;5/25/2014;Магазин 3;;;Отказ
4010;5/25/2014;Магазин 3;10;Да;Завершено
4011;5/25/2014;Магазин 3;10;Да;Завершено
4012;5/25/2014;Магазин 3;9;Да;Завершено
4013;5/25/2014;Магазин 3;9;Да;Завершено
4014;5/25/2014;Магазин 3;10;Да;Завершено
4015;5/25/2014;Магазин 3;;;Отказ
4016;5/25/2014;Магазин 3;;;Отказ
4017;5/25/2014;Магазин 3;10;Да;Завершено
4018;5/25/2014;Магазин 3;10;Да;Завершено
4019;5/25/2014;Магазин 3;;;Отказ
4020;5/25/2014;Магазин 3;;;Отказ
4021;5/25/2014;Магазин 3;;;Отказ
4022;5/25/2014;Магазин 3;9;Да;Завершено
4023;5/25/2014;Магазин 3;;;Отказ
4024;5/25/2014;Магазин 3;;;Отказ
4025;5/25/2014;Магазин 3;10;Да;Завершено
4026;5/25/2014;Магазин 3;10;Да;Завершено
4027;5/25/2014;Магазин 3;9;Да;Завершено
4028;5/26/2014;Магазин 3;;;Отказ
4029;5/26/2014;Магазин 3;;;Отказ
4030;5/26/2014;Магазин 3;10;Да;Завершено
4031;5/26/2014;Магазин 3;2;З/О;Завершено
4032;5/26/2014;Магазин 3;;;Отказ
4033;5/26/2014;Магазин 3;10;Да;Завершено
4034;5/26/2014;Магазин 3;9;Да;Завершено
4035;5/26/2014;Магазин 3;;;Отказ
4036;5/26/2014;Магазин 3;10;З/О;Завершено
4037;5/26/2014;Магазин 3;;;Отказ
4038;5/26/2014;Магазин 3;;;Отказ
4039;5/26/2014;Магазин 3;;;Отказ
4040;5/26/2014;Магазин 3;;;Отказ
4041;5/26/2014;Магазин 3;;;Отказ
4042;5/26/2014;Магазин 3;9;Да;Завершено
4043;5/26/2014;Магазин 3;10;Да;Завершено
4044;5/26/2014;Магазин 3;З/О;З/О;Завершено
4045;5/26/2014;Магазин 3;;;Отказ
4046;5/26/2014;Магазин 3;;;Отказ
4047;5/26/2014;Магазин 3;;;Отказ
4048;5/26/2014;Магазин 3;10;Да;Завершено
4049;5/26/2014;Магазин 3;9;Да;Завершено
4050;5/26/2014;Магазин 3;;;Отказ
4051;5/26/2014;Магазин 3;9;Да;Завершено
4052;5/26/2014;Магазин 3;;;Отказ
4053;5/26/2014;Магазин 3;6;З/О;Завершено
4054;5/26/2014;Магазин 3;9;Да;Завершено
4055;5/26/2014;Магазин 3;10;Да;Завершено
4056;5/26/2014;Магазин 3;;;Отказ
4057;5/26/2014;Магазин 3;10;Да;Завершено
4058;5/26/2014;Магазин 3;;;Отказ
4059;5/26/2014;Магазин 3;10;Да;Завершено
4060;5/26/2014;Магазин 3;9;Да;Завершено
4061;5/26/2014;Магазин 3;10;Да;Завершено
4062;5/26/2014;Магазин 3;;;Отказ
4063;5/26/2014;Магазин 3;;;Отказ
4064;5/26/2014;Магазин 3;9;Да;Завершено
4065;5/26/2014;Магазин 3;;;Отказ
4066;5/26/2014;Магазин 3;10;Да;Завершено
4067;5/26/2014;Магазин 3;;;Отказ
4068;5/26/2014;Магазин 3;;;Отказ
4069;5/26/2014;Магазин 3;;;Отказ
4070;5/24/2014;Магазин 1;10;Да;Завершено
4071;5/24/2014;Магазин 1;10;Да;Завершено
4072;5/24/2014;Магазин 1;;;Отказ
4073;5/24/2014;Магазин 1;9;Да;Завершено
4074;5/24/2014;Магазин 1;9;Да;Завершено
4075;5/24/2014;Магазин 1;9;Да;Завершено
4076;5/24/2014;Магазин 1;10;Да;Завершено
4077;5/24/2014;Магазин 1;10;Да;Завершено
4078;5/24/2014;Магазин 1;9;Да;Завершено
4079;5/24/2014;Магазин 1;10;Да;Завершено
4080;5/24/2014;Магазин 1;;;Отказ
4081;5/24/2014;Магазин 1;;;Отказ
4082;5/24/2014;Магазин 1;5;Нет;Завершено
4083;5/26/2014;Магазин 1;;;Отказ
4084;5/24/2014;Магазин 1;;;Отказ
4085;5/24/2014;Магазин 1;5;Да;Завершено
4086;5/24/2014;Магазин 1;;;Отказ
4087;5/24/2014;Магазин 1;;;Отказ
4088;5/24/2014;Магазин 1;;;Отказ
4089;5/24/2014;Магазин 1;9;Да;Завершено
4090;5/24/2014;Магазин 1;;;Отказ
4091;5/24/2014;Магазин 1;;;Отказ
4092;5/24/2014;Магазин 1;;;Отказ
4093;5/24/2014;Магазин 1;9;Да;Завершено
4094;5/26/2014;Магазин 1;10;Да;Завершено
4095;5/25/2014;Магазин 1;10;Да;Завершено
4096;5/25/2014;Магазин 1;10;Да;Завершено
4097;5/25/2014;Магазин 1;;;Отказ
4098;5/25/2014;Магазин 1;9;Да;Завершено
4099;5/25/2014;Магазин 1;10;Да;Завершено
4100;5/25/2014;Магазин 1;9;Да;Завершено
4101;5/25/2014;Магазин 1;6;Да;Завершено
4102;5/25/2014;Магазин 1;6;Нет;Завершено
4103;5/25/2014;Магазин 1;;;Отказ
4104;5/25/2014;Магазин 1;9;З/О;Завершено
4105;5/25/2014;Магазин 1;10;Да;Завершено
4106;5/25/2014;Магазин 1;9;Да;Завершено
4107;5/25/2014;Магазин 1;5;Да;Завершено
4108;5/25/2014;Магазин 1;;;Отказ
4109;5/25/2014;Магазин 1;;;Отказ
4110;5/25/2014;Магазин 1;2;Нет;Завершено
4111;5/25/2014;Магазин 1;;;Отказ
4112;5/25/2014;Магазин 1;9;Да;Завершено
4113;5/25/2014;Магазин 1;;;Отказ
4114;5/25/2014;Магазин 1;9;Да;Завершено
4115;5/26/2014;Магазин 1;10;Да;Завершено
4116;5/25/2014;Магазин 1;9;Да;Завершено
4117;5/25/2014;Магазин 1;;;Отказ
4118;5/25/2014;Магазин 1;;;Отказ
4119;5/25/2014;Магазин 1;8;Нет;Завершено
4120;5/26/2014;Магазин 1;;;Отказ
4121;5/26/2014;Магазин 1;9;Да;Завершено
4122;5/26/2014;Магазин 1;;;Отказ
4123;5/26/2014;Магазин 1;;;Отказ
4124;5/26/2014;Магазин 1;;;Отказ
4125;5/26/2014;Магазин 1;10;Да;Завершено
4126;5/26/2014;Магазин 1;;;Отказ
4127;5/26/2014;Магазин 1;10;Да;Завершено
4128;5/26/2014;Магазин 1;9;Да;Завершено
4129;5/26/2014;Магазин 1;;;Отказ
4130;5/26/2014;Магазин 1;;;Отказ
4131;5/26/2014;Магазин 1;10;Да;Завершено
4132;5/26/2014;Магазин 1;10;Да;Завершено
4133;5/26/2014;Магазин 1;9;Да;Завершено
4134;5/26/2014;Магазин 1;;;Отказ
4135;5/26/2014;Магазин 1;;;Отказ
4136;5/26/2014;Магазин 1;;;Отказ
4137;5/26/2014;Магазин 1;;;Отказ
4138;5/26/2014;Магазин 1;9;Да;Завершено
4139;5/26/2014;Магазин 1;;;Отказ
4140;5/26/2014;Магазин 1;;;Отказ
4141;5/25/2014;Магазин 2;;;Отказ
4142;5/26/2014;Магазин 2;З/О;Нет;Завершено
4143;5/25/2014;Магазин 2;8;Да;Завершено
4144;5/25/2014;Магазин 2;;;Отказ
4145;5/25/2014;Магазин 2;;;Отказ
4146;5/25/2014;Магазин 2;;;Отказ
4147;5/25/2014;Магазин 2;9;Да;Завершено
4148;5/25/2014;Магазин 2;;;Отказ
4149;5/25/2014;Магазин 2;7;Нет;Завершено
4150;5/25/2014;Магазин 2;3;Да;Завершено
4151;5/25/2014;Магазин 2;;;Отказ
4152;5/25/2014;Магазин 2;7;Да;Завершено
4153;5/25/2014;Магазин 2;;;Отказ
4154;5/25/2014;Магазин 2;;;Отказ
4155;5/25/2014;Магазин 2;9;Да;Завершено
4156;5/25/2014;Магазин 2;9;Да;Завершено
4157;5/25/2014;Магазин 2;;;Отказ
4158;5/25/2014;Магазин 2;10;З/О;Завершено
4159;5/25/2014;Магазин 2;;;Отказ
4160;5/25/2014;Магазин 2;8;Да;Завершено
4161;5/25/2014;Магазин 2;5;З/О;Завершено
4162;5/25/2014;Магазин 2;;;Отказ
4163;5/26/2014;Магазин 2;7;Нет;Завершено
4164;5/25/2014;Магазин 2;9;Да;Завершено
4165;5/25/2014;Магазин 2;;;Отказ
4166;5/25/2014;Магазин 2;;;Отказ
4167;5/25/2014;Магазин 2;9;Да;Завершено
4168;5/25/2014;Магазин 2;9;Да;Завершено
4169;5/25/2014;Магазин 2;7;Да;Завершено
4170;5/25/2014;Магазин 2;10;Да;Завершено
4171;5/25/2014;Магазин 2;;;Отказ
4172;5/25/2014;Магазин 2;;;Отказ
4173;5/25/2014;Магазин 2;;;Отказ
4174;5/25/2014;Магазин 2;10;Да;Завершено
4175;5/25/2014;Магазин 2;9;Да;Завершено
4176;5/25/2014;Магазин 2;;;Отказ
4177;5/25/2014;Магазин 2;;;Отказ
4178;5/25/2014;Магазин 2;9;Да;Завершено
4179;5/26/2014;Магазин 2;;;Отказ
4180;5/26/2014;Магазин 2;8;Да;Завершено
4181;5/26/2014;Магазин 2;;;Отказ
4182;5/26/2014;Магазин 2;;;Отказ
4183;5/26/2014;Магазин 2;9;Да;Завершено
4184;5/26/2014;Магазин 2;;;Отказ
4185;5/26/2014;Магазин 2;9;Да;Завершено
4186;5/26/2014;Магазин 2;9;Да;Завершено
4187;5/26/2014;Магазин 2;;;Отказ
4188;5/26/2014;Магазин 2;;;Отказ
4189;5/26/2014;Магазин 2;7;З/О;Завершено
4190;5/26/2014;Магазин 2;7;Да;Завершено
4191;5/26/2014;Магазин 2;З/О;З/О;Завершено
4192;5/26/2014;Магазин 2;9;Да;Завершено
4193;5/26/2014;Магазин 2;10;Да;Завершено
4194;5/26/2014;Магазин 2;;;Отказ
4195;5/26/2014;Магазин 2;;;Отказ
4196;5/26/2014;Магазин 2;;;Отказ
4197;5/26/2014;Магазин 2;З/О;Да;Завершено
4198;5/26/2014;Магазин 2;;;Отказ
4199;5/26/2014;Магазин 2;9;Да;Завершено
4200;5/26/2014;Магазин 2;;;Отказ
4201;5/26/2014;Магазин 2;;;Отказ
4202;5/26/2014;Магазин 2;;;Отказ
4203;5/26/2014;Магазин 2;9;Да;Завершено
4204;5/26/2014;Магазин 2;;;Отказ
4205;5/26/2014;Магазин 2;;;Отказ
4206;5/26/2014;Магазин 2;;;Отказ
4207;5/26/2014;Магазин 2;;;Отказ
4208;5/26/2014;Магазин 2;;;Отказ
4209;5/26/2014;Магазин 2;9;Да;Завершено
4210;5/26/2014;Магазин 2;;;Отказ
4211;5/26/2014;Магазин 2;;;Отказ
4212;5/26/2014;Магазин 2;9;Да;Завершено
4213;5/30/2014;Магазин 4;10;Да;Завершено
4214;5/30/2014;Магазин 4;10;Да;Завершено
4215;5/30/2014;Магазин 4;;;Отказ
4216;5/30/2014;Магазин 4;;;Отказ
4217;5/30/2014;Магазин 4;9;Да;Завершено
4218;5/30/2014;Магазин 4;10;Да;Завершено
4219;5/30/2014;Магазин 4;10;Да;Завершено
4220;5/30/2014;Магазин 4;;;Отказ
4221;5/30/2014;Магазин 4;9;Да;Завершено
4222;5/30/2014;Магазин 4;10;Да;Завершено
4223;5/30/2014;Магазин 4;7;Нет;Завершено
4224;5/30/2014;Магазин 4;;;Отказ
4225;5/28/2014;Магазин 4;;;Отказ
4226;5/28/2014;Магазин 2;;;Отказ
4227;5/27/2014;Магазин 4;10;Да;Завершено
4228;5/28/2014;Магазин 4;;;Отказ
4229;5/28/2014;Магазин 4;;;Отказ
4230;5/27/2014;Магазин 4;7;Да;Завершено
4231;5/27/2014;Магазин 4;;;Отказ
4232;5/27/2014;Магазин 4;;;Отказ
4233;5/27/2014;Магазин 4;;;Отказ
4234;5/27/2014;Магазин 4;7;Да;Завершено
4235;5/27/2014;Магазин 4;9;Да;Завершено
4236;5/27/2014;Магазин 4;8;Да;Завершено
4237;5/27/2014;Магазин 4;;;Отказ
4238;5/27/2014;Магазин 4;10;Да;Завершено
4239;5/27/2014;Магазин 4;10;Да;Завершено
4240;5/27/2014;Магазин 4;10;Да;Завершено
4241;5/27/2014;Магазин 4;9;Да;Завершено
4242;5/27/2014;Магазин 4;;;Отказ
4243;5/27/2014;Магазин 4;10;Да;Завершено
4244;5/27/2014;Магазин 4;;;Отказ
4245;5/27/2014;Магазин 4;;;Отказ
4246;5/27/2014;Магазин 4;8;Да;Завершено
4247;5/27/2014;Магазин 4;;;Отказ
4248;5/27/2014;Магазин 4;9;Да;Завершено
4249;5/27/2014;Магазин 4;;;Отказ
4250;5/27/2014;Магазин 4;10;Да;Завершено
4251;5/27/2014;Магазин 4;;;Отказ
4252;5/27/2014;Магазин 4;9;Да;Завершено
4253;5/27/2014;Магазин 4;9;Да;Завершено
4254;5/27/2014;Магазин 4;9;Да;Завершено
4255;5/27/2014;Магазин 4;5;Да;Завершено
4256;5/27/2014;Магазин 4;9;Да;Завершено
4257;5/27/2014;Магазин 4;7;Да;Завершено
4258;5/27/2014;Магазин 4;5;Да;Завершено
4259;5/27/2014;Магазин 4;9;Да;Завершено
4260;5/27/2014;Магазин 4;10;Да;Завершено
4261;5/27/2014;Магазин 4;;;Отказ
4262;5/27/2014;Магазин 4;8;Да;Завершено
4263;5/27/2014;Магазин 4;;;Отказ
4264;5/27/2014;Магазин 4;;;Отказ
4265;5/27/2014;Магазин 4;10;Да;Завершено
4266;5/27/2014;Магазин 4;;;Отказ
4267;5/27/2014;Магазин 4;9;Да;Завершено
4268;5/27/2014;Магазин 4;7;Да;Завершено
4269;5/27/2014;Магазин 4;10;Да;Завершено
4270;5/27/2014;Магазин 4;;;Отказ
4271;5/27/2014;Магазин 4;;;Отказ
4272;5/27/2014;Магазин 4;8;Да;Завершено
4273;5/27/2014;Магазин 4;9;Да;Завершено
4274;5/27/2014;Магазин 4;;;Отказ
4275;5/27/2014;Магазин 4;10;Да;Завершено
4276;5/27/2014;Магазин 4;10;Да;Завершено
4277;5/27/2014;Магазин 4;9;Да;Завершено
4278;5/27/2014;Магазин 4;;;Отказ
4279;5/27/2014;Магазин 4;8;Да;Завершено
4280;5/27/2014;Магазин 4;10;Да;Завершено
4281;5/27/2014;Магазин 4;;;Отказ
4282;5/27/2014;Магазин 4;9;Да;Завершено
4283;5/27/2014;Магазин 4;10;Да;Завершено
4284;5/27/2014;Магазин 4;10;Да;Завершено
4285;5/27/2014;Магазин 4;9;Да;Завершено
4286;5/27/2014;Магазин 4;10;З/О;Завершено
4287;5/27/2014;Магазин 4;9;Да;Завершено
4288;5/27/2014;Магазин 4;;;Отказ
4289;5/27/2014;Магазин 4;9;Да;Завершено
4290;5/28/2014;Магазин 4;6;Да;Завершено
4291;5/27/2014;Магазин 3;9;Да;Завершено
4292;5/27/2014;Магазин 3;9;Да;Завершено
4293;5/27/2014;Магазин 3;;;Отказ
4294;5/27/2014;Магазин 3;7;Да;Завершено
4295;5/27/2014;Магазин 3;9;Да;Завершено
4296;5/27/2014;Магазин 3;9;Да;Завершено
4297;5/27/2014;Магазин 3;2;З/О;Завершено
4298;5/27/2014;Магазин 3;10;Да;Завершено
4299;5/27/2014;Магазин 3;;;Отказ
4300;5/27/2014;Магазин 3;10;Да;Завершено
4301;5/27/2014;Магазин 3;9;Да;Завершено
4302;5/27/2014;Магазин 3;7;Да;Завершено
4303;5/27/2014;Магазин 3;8;Да;Завершено
4304;5/27/2014;Магазин 3;2;Да;Завершено
4305;5/27/2014;Магазин 3;5;Да;Завершено
4306;5/27/2014;Магазин 3;9;Да;Завершено
4307;5/27/2014;Магазин 3;5;Да;Завершено
4308;5/27/2014;Магазин 3;;;Отказ
4309;5/27/2014;Магазин 3;;;Отказ
4310;5/27/2014;Магазин 3;;;Отказ
4311;5/27/2014;Магазин 3;9;Да;Завершено
4312;5/27/2014;Магазин 3;9;Да;Завершено
4313;5/27/2014;Магазин 3;10;Да;Завершено
4314;5/27/2014;Магазин 3;9;Да;Завершено
4315;5/27/2014;Магазин 3;9;Да;Завершено
4316;5/27/2014;Магазин 3;;;Отказ
4317;5/27/2014;Магазин 3;;;Отказ
4318;5/27/2014;Магазин 3;7;Да;Завершено
4319;5/27/2014;Магазин 3;10;Да;Завершено
4320;5/27/2014;Магазин 3;;;Отказ
4321;5/27/2014;Магазин 3;8;Да;Завершено
4322;5/27/2014;Магазин 3;10;Да;Завершено
4323;5/27/2014;Магазин 3;9;Да;Завершено
4324;5/27/2014;Магазин 3;10;Да;Завершено
4325;5/27/2014;Магазин 3;7;Да;Завершено
4326;5/27/2014;Магазин 3;;;Отказ
4327;5/27/2014;Магазин 3;10;Да;Завершено
4328;5/27/2014;Магазин 1;;;Отказ
4329;5/27/2014;Магазин 1;9;Да;Завершено
4330;5/27/2014;Магазин 1;9;Да;Завершено
4331;5/27/2014;Магазин 1;10;Да;Завершено
4332;5/27/2014;Магазин 1;10;Да;Завершено
4333;5/27/2014;Магазин 1;9;Да;Завершено
4334;5/27/2014;Магазин 1;;;Отказ
4335;5/27/2014;Магазин 1;10;Да;Завершено
4336;5/27/2014;Магазин 1;;;Отказ
4337;5/27/2014;Магазин 1;10;Да;Завершено
4338;5/27/2014;Магазин 1;9;Да;Завершено
4339;5/27/2014;Магазин 1;10;Да;Завершено
4340;5/27/2014;Магазин 1;10;Да;Завершено
4341;5/27/2014;Магазин 1;10;Да;Завершено
4342;5/27/2014;Магазин 1;9;Да;Завершено
4343;5/27/2014;Магазин 1;9;Да;Завершено
4344;5/27/2014;Магазин 1;;;Отказ
4345;5/27/2014;Магазин 1;10;Да;Завершено
4346;5/27/2014;Магазин 1;9;Да;Завершено
4347;5/27/2014;Магазин 1;9;Да;Завершено
4348;5/27/2014;Магазин 1;;;Отказ
4349;5/27/2014;Магазин 1;7;Да;Завершено
4350;5/27/2014;Магазин 1;3;Нет;Завершено
4351;5/27/2014;Магазин 1;9;Да;Завершено
4352;5/28/2014;Магазин 1;10;Да;Завершено
4353;5/27/2014;Магазин 2;;;Отказ
4354;5/27/2014;Магазин 2;6;Нет;Завершено
4355;5/28/2014;Магазин 2;6;Нет;Завершено
4356;5/28/2014;Магазин 2;3;Нет;Завершено
4357;5/27/2014;Магазин 2;7;Да;Завершено
4358;5/28/2014;Магазин 2;;;Отказ
4359;5/27/2014;Магазин 2;4;Да;Завершено
4360;5/28/2014;Магазин 2;10;Да;Завершено
4361;5/27/2014;Магазин 2;5;Да;Завершено
4362;5/27/2014;Магазин 2;10;Да;Завершено
4363;5/27/2014;Магазин 2;;;Отказ
4364;5/27/2014;Магазин 2;10;Да;Завершено
4365;5/27/2014;Магазин 2;10;Да;Завершено
4366;5/27/2014;Магазин 2;9;Да;Завершено
4367;5/27/2014;Магазин 2;;;Отказ
4368;5/27/2014;Магазин 2;;;Отказ
4369;5/27/2014;Магазин 2;10;Да;Завершено
4370;5/27/2014;Магазин 2;7;Да;Завершено
4371;5/27/2014;Магазин 2;10;Да;Завершено
4372;5/27/2014;Магазин 2;;;Отказ
4373;5/27/2014;Магазин 2;;;Отказ
4374;5/27/2014;Магазин 2;9;Да;Завершено
4375;5/27/2014;Магазин 2;9;Да;Завершено
4376;5/27/2014;Магазин 2;;;Отказ
4377;5/27/2014;Магазин 2;9;Да;Завершено
4378;5/27/2014;Магазин 2;10;Да;Завершено
4379;5/27/2014;Магазин 2;;;Отказ
4380;5/27/2014;Магазин 2;;;Отказ
4381;5/27/2014;Магазин 2;;;Отказ
4382;5/27/2014;Магазин 2;;;Отказ
4383;5/27/2014;Магазин 2;;;Отказ
4384;5/27/2014;Магазин 2;3;Да;Завершено
4385;5/27/2014;Магазин 2;10;Да;Завершено
4386;5/27/2014;Магазин 2;9;Да;Завершено
4387;5/27/2014;Магазин 2;;;Отказ
4388;5/27/2014;Магазин 2;9;Да;Завершено
4389;5/27/2014;Магазин 2;9;Да;Завершено
4390;5/27/2014;Магазин 2;;;Отказ
4391;5/27/2014;Магазин 2;9;Да;Завершено
4392;5/27/2014;Магазин 2;10;Нет;Завершено
4393;5/28/2014;Магазин 2;;;Отказ
4394;5/27/2014;Магазин 2;9;Да;Завершено
4395;5/30/2014;Магазин 2;6;Да;Завершено
4396;5/28/2014;Магазин 2;;;Отказ
4397;5/28/2014;Магазин 2;10;Да;Завершено
4398;5/28/2014;Магазин 2;9;Да;Завершено
4399;5/28/2014;Магазин 2;10;Да;Завершено
4400;5/28/2014;Магазин 2;9;Да;Завершено
4401;5/28/2014;Магазин 2;5;Да;Завершено
4402;5/28/2014;Магазин 2;З/О;Да;Завершено
4403;5/28/2014;Магазин 2;2;Нет;Завершено
4404;5/28/2014;Магазин 2;;;Отказ
4405;5/28/2014;Магазин 2;;;Отказ
4406;5/28/2014;Магазин 2;;;Отказ
4407;5/28/2014;Магазин 2;9;Да;Завершено
4408;5/28/2014;Магазин 2;8;Да;Завершено
4409;5/28/2014;Магазин 2;9;Да;Завершено
4410;5/28/2014;Магазин 2;7;Да;Завершено
4411;5/28/2014;Магазин 2;;;Отказ
4412;5/28/2014;Магазин 2;;;Отказ
4413;5/28/2014;Магазин 2;6;Нет;Завершено
4414;5/28/2014;Магазин 2;;;Отказ
4415;5/28/2014;Магазин 2;10;Да;Завершено
4416;5/28/2014;Магазин 2;7;Да;Завершено
4417;5/28/2014;Магазин 2;10;Да;Завершено
4418;5/28/2014;Магазин 2;5;Да;Завершено
4419;5/28/2014;Магазин 2;1;Нет;Завершено
4420;5/28/2014;Магазин 2;10;Да;Завершено
4421;5/28/2014;Магазин 2;7;Да;Завершено
4422;5/28/2014;Магазин 2;;;Отказ
4423;5/28/2014;Магазин 2;9;Да;Завершено
4424;5/28/2014;Магазин 2;9;Да;Завершено
4425;5/28/2014;Магазин 2;;;Отказ
4426;5/30/2014;Магазин 4;9;Да;Завершено
4427;5/27/2014;Магазин 3;;;Отказ
4428;5/27/2014;Магазин 3;;;Отказ
4429;5/27/2014;Магазин 3;;;Отказ
4430;5/28/2014;Магазин 4;10;Да;Завершено
4431;5/28/2014;Магазин 4;;;Отказ
4432;5/28/2014;Магазин 4;10;Да;Завершено
4433;5/28/2014;Магазин 4;9;Да;Завершено
4434;5/28/2014;Магазин 4;9;Да;Завершено
4435;5/28/2014;Магазин 4;9;Да;Завершено
4436;5/28/2014;Магазин 4;10;Да;Завершено
4437;5/28/2014;Магазин 4;9;Да;Завершено
4438;5/28/2014;Магазин 4;;;Отказ
4439;5/28/2014;Магазин 4;;;Отказ
4440;5/28/2014;Магазин 4;;;Отказ
4441;5/28/2014;Магазин 4;10;Да;Завершено
4442;5/28/2014;Магазин 4;10;Да;Завершено
4443;5/28/2014;Магазин 4;8;Нет;Завершено
4444;5/28/2014;Магазин 4;8;Нет;Завершено
4445;5/28/2014;Магазин 4;10;Да;Завершено
4446;5/28/2014;Магазин 4;;;Отказ
4447;5/28/2014;Магазин 4;;;Отказ
4448;5/28/2014;Магазин 4;7;Да;Завершено
4449;5/28/2014;Магазин 4;10;Да;Завершено
4450;5/28/2014;Магазин 4;9;Да;Завершено
4451;5/28/2014;Магазин 4;;;Отказ
4452;5/28/2014;Магазин 4;10;Да;Завершено
4453;5/28/2014;Магазин 4;10;Да;Завершено
4454;5/28/2014;Магазин 4;;;Отказ
4455;5/28/2014;Магазин 4;10;Да;Завершено
4456;5/28/2014;Магазин 4;;;Отказ
4457;5/28/2014;Магазин 4;;;Отказ
4458;5/28/2014;Магазин 4;;;Отказ
4459;5/28/2014;Магазин 4;10;Да;Завершено
4460;5/28/2014;Магазин 4;10;Да;Завершено
4461;5/28/2014;Магазин 4;9;Да;Завершено
4462;5/28/2014;Магазин 4;;;Отказ
4463;5/28/2014;Магазин 4;9;Да;Завершено
4464;5/28/2014;Магазин 4;10;Да;Завершено
4465;5/28/2014;Магазин 4;9;Да;Завершено
4466;5/28/2014;Магазин 4;10;Да;Завершено
4467;5/28/2014;Магазин 3;10;Да;Завершено
4468;5/28/2014;Магазин 4;9;Да;Завершено
4469;5/28/2014;Магазин 4;10;Да;Завершено
4470;5/28/2014;Магазин 4;10;Да;Завершено
4471;5/28/2014;Магазин 4;;;Отказ
4472;5/28/2014;Магазин 4;;;Отказ
4473;5/28/2014;Магазин 4;8;Нет;Завершено
4474;5/28/2014;Магазин 4;10;Да;Завершено
4475;5/28/2014;Магазин 4;10;Да;Завершено
4476;5/29/2014;Магазин 2;9;Да;Завершено
4477;5/28/2014;Магазин 1;10;Да;Завершено
4478;5/28/2014;Магазин 4;9;Да;Завершено
4479;5/28/2014;Магазин 4;7;Да;Завершено
4480;5/28/2014;Магазин 4;6;Да;Завершено
4481;5/28/2014;Магазин 4;;;Отказ
4482;5/29/2014;Магазин 2;9;Да;Завершено
4483;5/28/2014;Магазин 4;;;Отказ
4484;5/28/2014;Магазин 4;;;Отказ
4485;5/28/2014;Магазин 4;10;Да;Завершено
4486;5/28/2014;Магазин 4;8;Да;Завершено
4487;5/28/2014;Магазин 4;10;Да;Завершено
4488;5/28/2014;Магазин 4;;;Отказ
4489;5/28/2014;Магазин 4;10;Да;Завершено
4490;5/28/2014;Магазин 3;9;Да;Завершено
4491;5/28/2014;Магазин 1;;;Отказ
4492;5/28/2014;Магазин 1;5;З/О;Завершено
4493;5/28/2014;Магазин 3;9;Да;Завершено
4494;5/28/2014;Магазин 3;8;Да;Завершено
4495;5/28/2014;Магазин 3;9;Да;Завершено
4496;5/28/2014;Магазин 1;;;Отказ
4497;5/28/2014;Магазин 3;;;Отказ
4498;5/28/2014;Магазин 1;9;Да;Завершено
4499;5/28/2014;Магазин 1;;;Отказ
4500;5/28/2014;Магазин 1;;;Отказ
4501;5/28/2014;Магазин 1;9;Да;Завершено
4502;5/28/2014;Магазин 1;;;Отказ
4503;5/28/2014;Магазин 3;10;Да;Завершено
4504;5/29/2014;Магазин 2;10;Да;Завершено
4505;5/28/2014;Магазин 3;10;Да;Завершено
4506;5/28/2014;Магазин 1;10;Да;Завершено
4507;5/28/2014;Магазин 1;9;Да;Завершено
4508;5/28/2014;Магазин 3;;;Отказ
4509;5/28/2014;Магазин 1;10;Да;Завершено
4510;5/28/2014;Магазин 3;9;Да;Завершено
4511;5/28/2014;Магазин 3;10;Да;Завершено
4512;5/28/2014;Магазин 1;;;Отказ
4513;5/28/2014;Магазин 1;10;Да;Завершено
4514;5/28/2014;Магазин 3;9;Да;Завершено
